sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	latitude_deg	life_stage	longitude	longitude_deg	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_order	sample_scientific_name	sample_taxid	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	time	title
2192.H01a.Foot.113.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-14	GAZ:United States of America	D05	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D05.Person_01.4.Foot	H01a.D05.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	89	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	7:30AM	Gilbert_house_forensics_BE
2192.H01a.Foot.128.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-15	GAZ:United States of America	D06	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.1	9606	H01a	H01a.D06.Person_01.1.Foot	H01a.D06.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	98	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.1	Person_01.1.Foot	Foot	8:20AM	Gilbert_house_forensics_BE
2192.H01a.Foot.131.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-15	GAZ:United States of America	D06	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D06.Person_01.2.Foot	H01a.D06.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	101	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	8:20AM	Gilbert_house_forensics_BE
2192.H01a.Foot.134.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-15	GAZ:United States of America	D06	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D06.Person_01.3.Foot	H01a.D06.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	104	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	8:20AM	Gilbert_house_forensics_BE
2192.H01a.Foot.137.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-15	GAZ:United States of America	D06	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D06.Person_01.4.Foot	H01a.D06.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	107	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	8:20AM	Gilbert_house_forensics_BE
2192.H01a.Foot.14.lane1.NoIndex.L001	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-10	GAZ:United States of America	D01	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D01.Person_01.3.Foot	H01a.D01.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	14	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	9:00AM	Gilbert_house_forensics_BE
2192.H01a.Foot.155.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-16	GAZ:United States of America	D07	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D07.Person_01.2.Foot	H01a.D07.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false	Jack in Vancouver	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	116	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	8:40PM	Gilbert_house_forensics_BE
2192.H01a.Foot.158.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-16	GAZ:United States of America	D07	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D07.Person_01.3.Foot	H01a.D07.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	Jack in Vancouver	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	119	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	8:40PM	Gilbert_house_forensics_BE
2192.H01a.Foot.161.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-16	GAZ:United States of America	D07	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D07.Person_01.4.Foot	H01a.D07.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	Jack in Vancouver	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	122	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	8:40PM	Gilbert_house_forensics_BE
2192.H01a.Foot.17.lane1.NoIndex.L001	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-10	GAZ:United States of America	D01	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D01.Person_01.4.Foot	H01a.D01.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	17	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	9:00AM	Gilbert_house_forensics_BE
2192.H01a.Foot.179.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-17	GAZ:United States of America	D08	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D08.Person_01.2.Foot	H01a.D08.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	131	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	8:40PM	Gilbert_house_forensics_BE
2192.H01a.Foot.182.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-17	GAZ:United States of America	D08	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D08.Person_01.3.Foot	H01a.D08.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	134	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	8:40PM	Gilbert_house_forensics_BE
2192.H01a.Foot.185.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-17	GAZ:United States of America	D08	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D08.Person_01.4.Foot	H01a.D08.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	137	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	8:40PM	Gilbert_house_forensics_BE
2192.H01a.Foot.203.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-18	GAZ:United States of America	D09	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D09.Person_01.2.Foot	H01a.D09.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false	Jack in Vancouver	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	146	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	8:45PM	Gilbert_house_forensics_BE
2192.H01a.Foot.206.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-18	GAZ:United States of America	D09	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D09.Person_01.3.Foot	H01a.D09.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	Jack in Vancouver	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	149	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	8:45PM	Gilbert_house_forensics_BE
2192.H01a.Foot.209.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-18	GAZ:United States of America	D09	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D09.Person_01.4.Foot	H01a.D09.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	Jack in Vancouver	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	152	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	8:45PM	Gilbert_house_forensics_BE
2192.H01a.Foot.224.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-19	GAZ:United States of America	D10	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.1	9606	H01a	H01a.D10.Person_01.1.Foot	H01a.D10.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	161	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.1	Person_01.1.Foot	Foot	8:00PM	Gilbert_house_forensics_BE
2192.H01a.Foot.227.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-19	GAZ:United States of America	D10	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D10.Person_01.2.Foot	H01a.D10.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	164	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	8:00PM	Gilbert_house_forensics_BE
2192.H01a.Foot.230.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-19	GAZ:United States of America	D10	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D10.Person_01.3.Foot	H01a.D10.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	167	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	8:00PM	Gilbert_house_forensics_BE
2192.H01a.Foot.233.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-19	GAZ:United States of America	D10	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D10.Person_01.4.Foot	H01a.D10.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	170	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	8:00PM	Gilbert_house_forensics_BE
2192.H01a.Foot.248.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D11	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.1	9606	H01a	H01a.D11.Person_01.1.Foot	H01a.D11.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	179	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.1	Person_01.1.Foot	Foot	7:45am	Gilbert_house_forensics_BE
2192.H01a.Foot.251.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D11	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D11.Person_01.2.Foot	H01a.D11.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	182	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	7:45am	Gilbert_house_forensics_BE
2192.H01a.Foot.254.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D11	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D11.Person_01.3.Foot	H01a.D11.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	185	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	7:45am	Gilbert_house_forensics_BE
2192.H01a.Foot.257.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D11	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.4	9606	H01a	H01a.D11.Person_01.4.Foot	H01a.D11.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	188	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.4	Person_01.4.Foot	Foot	7:45am	Gilbert_house_forensics_BE
2192.H01a.Foot.272.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D12	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.1	9606	H01a	H01a.D12.Person_01.1.Foot	H01a.D12.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	197	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.1	Person_01.1.Foot	Foot	8:30am	Gilbert_house_forensics_BE
2192.H01a.Foot.275.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D12	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.2	9606	H01a	H01a.D12.Person_01.2.Foot	H01a.D12.Foot	H01a.Foot	41.88	41.88	adult	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	200	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_01.2	Person_01.2.Foot	Foot	8:30am	Gilbert_house_forensics_BE
2192.H01a.Foot.278.lane2.NoIndex.L002	0	0.0	H01a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D12	0	0	H01a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	1	human	Person_01.3	9606	H01a	H01a.D12.Person_01.3.Foot	H01a.D12.Foot	H01a.Foot	41.88	41.88	child	-87.63	-87.63		false		2	4	0.5	0.75	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	203	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_01.3	Person_01.3.Foot	Foot	8:30am	Gilbert_house_forensics_BE
