sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	fecal_preservation_method	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	hours_from_collection	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sun_shade	title	weeks_preserved
2182.VHPBC0015		years	0	0.0	VHPBC0015	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-15	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0015	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C006	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0017	17.0	years	0	0.0	VHPBC0017	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-15	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0017	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G020	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHPBC0018	8.0	years	0	0.0	VHPBC0018	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-15	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0018	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G032	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHPBC0019	0.25	years	0	0.0	VHPBC0019	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-19	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0019	herbivore	milk, small pieces of leaves	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	VHPBC0019	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0020		years	0	0.0	VHPBC0020	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-19	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0020	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C006	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0021	9.0	years	0	0.0	VHPBC0021	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-19	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0021	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G030	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0022	0.25	years	0	0.0	VHPBC0022	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-21	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0022	herbivore	milk, small plant bits	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C008	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0023	9.0	years	0	0.0	VHPBC0023	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-21	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0023	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C004	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHPBC0024	7.0	years	0	0.0	VHPBC0024	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-21	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0024	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C005	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHPBC0025	9.0	years	0	0.0	VHPBC0025	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-21	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0025	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G030	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0026		years	0	0.0	VHPBC0026	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-22	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0026	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G043	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0027	9.0	years	0	0.0	VHPBC0027	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-22	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0027	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G030	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHYGP0001		years	0	0.0	VHYGP0001	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-09	GAZ:China	0	0	Guizhou snub-nosed monkey VHYGP0001	herbivore	leaves, fruits, buds	true	1547.71	1547.71	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	VHYGP0001	sk__Eukaryota	224329		27.979	27.979	108.76	108.76	Purdue-West Lafayette	true	wild - Yangaoping	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.Z0A		years	0	0.0	Z0A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z0A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	fresh	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z0A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	0.0
2182.Z0B		years	0	0.0	Z0B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z0B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	fresh	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z0B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	0.0
2182.Z120A		years	0	0.0	Z120A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z120A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z120A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z120B		years	0	0.0	Z120B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z120B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z120B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z180A		years	0	0.0	Z180A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z180A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z180A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z180B		years	0	0.0	Z180B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z180B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z180B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z1EA		years	0	0.0	Z1EA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z1EA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z1EA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z1EB		years	0	0.0	Z1EB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z1EB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z1EB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z1FA		years	0	0.0	Z1FA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z1FA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z1FA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z1FB		years	0	0.0	Z1FB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z1FB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z1FB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z1RA		years	0	0.0	Z1RA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z1RA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z1RA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z1RB		years	0	0.0	Z1RB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z1RB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	RNAlater	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z1RB	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	1.0
2182.Z220A		years	0	0.0	Z220A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z220A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z220A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z220B		years	0	0.0	Z220B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z220B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	20freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z220B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z280A		years	0	0.0	Z280A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z280A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z280A	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z280B		years	0	0.0	Z280B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z280B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	80freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z280B	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true				2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
2182.Z2EA		years	0	0.0	Z2EA	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey Z2EA	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Ethanol	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	Z2EA	sk__Eukaryota	9509		40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	2.0
