sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	fecal_preservation_method	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	hours_from_collection	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sun_shade	title	weeks_preserved
2182.ZX12CN		years	0	0.0	ZX12CN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX12CN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX12CN	sk__Eukaryota	9509	12.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		thu	Hale_folivorous_primates_MiSeq	
2182.ZX12D		years	0	0.0	ZX12D	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX12D	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX12D	sk__Eukaryota	9509	12.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX12DN		years	0	0.0	ZX12DN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX12DN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX12DN	sk__Eukaryota	9509	12.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX24A		years	0	0.0	ZX24A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX24A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX24A	sk__Eukaryota	9509	24.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		sat	Hale_folivorous_primates_MiSeq	
2182.ZX24B		years	0	0.0	ZX24B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX24B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX24B	sk__Eukaryota	9509	24.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX24C		years	0	0.0	ZX24C	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX24C	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX24C	sk__Eukaryota	9509	24.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		sat	Hale_folivorous_primates_MiSeq	
2182.ZX24CN		years	0	0.0	ZX24CN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX24CN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX24CN	sk__Eukaryota	9509	24.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		sat	Hale_folivorous_primates_MiSeq	
2182.ZX24D		years	0	0.0	ZX24D	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX24D	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX24D	sk__Eukaryota	9509	24.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX24DN		years	0	0.0	ZX24DN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX24DN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX24DN	sk__Eukaryota	9509	24.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX2A		years	0	0.0	ZX2A	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX2A	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX2A	sk__Eukaryota	9509	2.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		tue	Hale_folivorous_primates_MiSeq	
2182.ZX2B		years	0	0.0	ZX2B	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX2B	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX2B	sk__Eukaryota	9509	2.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX2C		years	0	0.0	ZX2C	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX2C	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX2C	sk__Eukaryota	9509	2.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		tue	Hale_folivorous_primates_MiSeq	
2182.ZX2CN		years	0	0.0	ZX2CN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX2CN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX2CN	sk__Eukaryota	9509	2.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		tue	Hale_folivorous_primates_MiSeq	
2182.ZX2D		years	0	0.0	ZX2D	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX2D	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX2D	sk__Eukaryota	9509	2.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.ZX2DN		years	0	0.0	ZX2DN	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-09-10	GAZ:United States of America	0	0	Spider monkey ZX2DN	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	ZX2DN	sk__Eukaryota	9509	2.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
