sample_name	age	age_group	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	larval_tetracycline	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_name_in_tube	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title	village
1064.G.CV02	1	worker	days	0	0.0	G.CV02	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV02	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	32	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV03	1	worker	days	0	0.0	G.CV03	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV03	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	34	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV04	1	worker	days	0	0.0	G.CV04	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV04	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	36	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV05	1	worker	days	0	0.0	G.CV05	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV05	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	38	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV06	1	worker	days	0	0.0	G.CV06	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV06	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	40	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV10	4	nurse	days	0	0.0	G.CV10	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV10	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	42	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV108		queen	days	0	0.0	G.CV108	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV108	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	4	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV11	4	nurse	days	0	0.0	G.CV11	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV11	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	44	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV12	4	nurse	days	0	0.0	G.CV12	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV12	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	46	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV209	1	worker	days	0	0.0	G.CV209	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV209	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	287	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV210	1	worker	days	0	0.0	G.CV210	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV210	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	289	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV211	1	worker	days	0	0.0	G.CV211	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV211	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	291	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV212	1	worker	days	0	0.0	G.CV212	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV212	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	293	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV213	1	worker	days	0	0.0	G.CV213	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV213	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	295	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV214	1	worker	days	0	0.0	G.CV214	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV214	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	297	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV233	7	nurse	days	0	0.0	G.CV233	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV233	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	299	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV234	7	nurse	days	0	0.0	G.CV234	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV234	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	301	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV235	7	nurse	days	0	0.0	G.CV235	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV235	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	303	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV236	7	nurse	days	0	0.0	G.CV236	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV236	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	305	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV237	7	nurse	days	0	0.0	G.CV237	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV237	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	307	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV238	7	nurse	days	0	0.0	G.CV238	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV238	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	309	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV239	1	worker	days	0	0.0	G.CV239	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV239	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	92	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV240	1	worker	days	0	0.0	G.CV240	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-18	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV240	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	94	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
