sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_date	collection_date_unformat	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sex_def_prob	title	unnamed_3
1665.IFAW10.163La	0	0.0	113	UBERON:skin	UBERON:mucus	UBERON:skin	6/23/10	6/23/10	2010-06-23	GAZ:United States of America	0	0	IFAW10.163La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	4.313067913	4.313067913	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.163La	sk__Eukaryota	90246	41.92751	41.92751	sub_adult	-70.01949	-70.01949	WHOI	TRUE	TRUE				1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW10.163La.A.	0	0.0	112	UBERON:skin	UBERON:mucus	UBERON:skin	6/23/10	6/23/10	2010-06-23	GAZ:United States of America	0	0	IFAW10.163La.A. skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	4.313067913	4.313067913	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.163La.A.	sk__Eukaryota	90246	41.92751	41.92751	sub_adult	-70.01949	-70.01949	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW10.195Hg.A.	0	0.0	119	UBERON:skin	UBERON:mucus	UBERON:skin	10/5/10	10/5/10	2010-10-05	GAZ:United States of America	0	0	IFAW10.195Hg.A. skin microbiome of Halichoerus grypus (Grey seal)	carnivore	TRUE	3.099530935	3.099530935	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	gray seal	f__Phocidae	g__Halichoerus	k__Metazoa	o__Carnivora	p__Chordata	Halichoerus grypus	s__Halichoerus_grypus	IFAW10.195Hg.A.	sk__Eukaryota	9711	42.05288	42.05288	adult	-70.0828	-70.0828	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Halichoerus grypus (Grey seal)
1665.IFAW10.196Pp	0	0.0	126	UBERON:skin	UBERON:mucus	UBERON:skin	10/7/10	10/7/10	2010-10-07	GAZ:United States of America	0	0	IFAW10.196Pp skin microbiome of Phocoena phocoena (harbor porpoise)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	harbor porpoise	f__Phocoenidae	g__Phocoena	k__Metazoa	o__Cetacea	p__Chordata	Phocoena phocoena	s__Phocoena_phocoena	IFAW10.196Pp	sk__Eukaryota	9742	41.93055	41.93055	adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Phocoena phocoena (harbor porpoise)
1665.IFAW10.2155c	0	0.0	121	UBERON:skin	UBERON:mucus	UBERON:skin	11/10/10	11/10/10	2010-11-10	GAZ:United States of America	0	0	IFAW10.2155c skin microbiome of Stenella coeruleoalba (striped dolphin)	carnivore	TRUE	12.70984936	12.70984936	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	striped dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella coeruleoalba	s__Stenella_coeruleoalba	IFAW10.2155c	sk__Eukaryota	9737	41.51571	41.51571	Missing: Not provided	-70.65515	-70.65515	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Stenella coeruleoalba (striped dolphin)
1665.IFAW10.218Dd	0	0.0	101	UBERON:skin	UBERON:mucus	UBERON:skin	11/14/10	11/14/10	2010-11-14	GAZ:United States of America	0	0	IFAW10.218Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW10.218Dd	sk__Eukaryota	9728	41.93055	41.93055	sub_adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW11.015La	0	0.0	103	UBERON:skin	UBERON:mucus	UBERON:skin	2/9/11	2/9/11	2011-02-09	GAZ:United States of America	0	0	IFAW11.015La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	7.367816925	7.367816925	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW11.015La	sk__Eukaryota	90246	41.82289	41.82289	adult	-70.00363	-70.00363	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW11.023Dd	0	0.0	106	UBERON:skin	UBERON:mucus	UBERON:skin	2/15/11	2/15/11	2011-02-15	GAZ:United States of America	0	0	IFAW11.023Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.60214901	8.60214901	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW11.023Dd	sk__Eukaryota	9728	41.75405	41.75405	adult	-70.13256	-70.13256	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW11.026Dd	0	0.0	97	UBERON:skin	UBERON:mucus	UBERON:skin	2/21/11	2/21/11	2011-02-21	GAZ:United States of America	0	0	IFAW11.026Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	23.75926781	23.75926781	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW11.026Dd	sk__Eukaryota	9728	41.94455	41.94455	sub_adult	-69.98558	-69.98558	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW11.045La	0	0.0	100	UBERON:skin	UBERON:mucus	UBERON:skin	2/27/11	2/27/11	2011-02-27	GAZ:United States of America	0	0	IFAW11.045La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	7.367816925	7.367816925	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW11.045La	sk__Eukaryota	90246	41.82289	41.82289	Missing: Not provided	-70.00363	-70.00363	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW11.132La	0	0.0	102	UBERON:skin	UBERON:mucus	UBERON:skin	4/4/11	4/4/11	2011-04-04	GAZ:United States of America	0	0	IFAW11.132La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW11.132La	sk__Eukaryota	90246	41.93055	41.93055	sub_adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW11.152Dd	0	0.0	104	UBERON:skin	UBERON:mucus	UBERON:skin	4/10/11	4/10/11	2011-04-10	GAZ:United States of America	0	0	IFAW11.152Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW11.152Dd	sk__Eukaryota	9728	41.93055	41.93055	sub_adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW11.185Ba	0	0.0	120	UBERON:skin	UBERON:mucus	UBERON:skin	5/6/11	5/6/11	2011-05-06	GAZ:United States of America	0	0	IFAW11.185Ba skin microbiome of Balaenoptera acutorostrata (Minke Whale)	carnivore	TRUE	0	0.0	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	minke whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera acutorostrata	s__Balaenoptera_acutorostrata	IFAW11.185Ba	sk__Eukaryota	9767	41.35	41.35	sub_adult	-70.85	-70.85	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Balaenoptera acutorostrata (Minke Whale)
1665.IFAW11.198Tt	0	0.0	99	UBERON:skin	UBERON:mucus	UBERON:skin	5/26/11	5/26/11	2011-05-26	GAZ:United States of America	0	0	IFAW11.198Tt skin microbiome of Tursiops truncatus (bottlenose dolphin)	carnivore	TRUE	7.177881241	7.177881241	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bottlenosed dolphin	f__Delphinidae	g__Tursiops	k__Metazoa	o__Cetacea	p__Chordata	Tursiops truncatus	s__Tursiops_truncatus	IFAW11.198Tt	sk__Eukaryota	9739	40.41859	40.41859	adult	-74.13781	-74.13781	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Tursiops truncatus (bottlenose dolphin)
1665.IFAW11.263Ba	0	0.0	127	UBERON:skin	UBERON:mucus	UBERON:skin	9/27/11	9/27/11	2011-09-27	GAZ:United States of America	0	0	IFAW11.263Ba skin microbiome of Balaenoptera acutorostrata (Minke Whale)	carnivore	TRUE	-0.196724653	-0.196724653	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	minke whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera acutorostrata	s__Balaenoptera_acutorostrata	IFAW11.263Ba	sk__Eukaryota	9767	41.93055	41.93055	sub_adult	-70.03098	-70.03098	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Balaenoptera acutorostrata (Minke Whale)
1665.IFAW11.268Gm	0	0.0	96	UBERON:skin	UBERON:mucus	UBERON:skin	10/12/11	10/12/11	2011-10-12	GAZ:United States of America	0	0	IFAW11.268Gm skin microbiome of Globicephala macrorhynchus (short.finned pilot whale)	carnivore	TRUE	3.099530935	3.099530935	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	IFAW11.268Gm	sk__Eukaryota	38241	42.05288	42.05288	adult	-70.0828	-70.0828	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (short.finned pilot whale)
1665.IFAW11.304Pp	0	0.0	107	UBERON:skin	UBERON:mucus	UBERON:skin	12/20/11	12/20/11	2011-12-20	GAZ:United States of America	0	0	IFAW11.304Pp skin microbiome of Phocoena phocoena (harbor porpoise)	carnivore	TRUE	Missing: Not provided	Not applicable	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	harbor porpoise	f__Phocoenidae	g__Phocoena	k__Metazoa	o__Cetacea	p__Chordata	Phocoena phocoena	s__Phocoena_phocoena	IFAW11.304Pp	sk__Eukaryota	9742	0	Not applicable	Missing: Not provided	0	Not applicable	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Phocoena phocoena (harbor porpoise)
1665.IFAW11.306Dd	0	0.0	134	UBERON:skin	UBERON:mucus	UBERON:skin	12/29/11	12/29/11	2011-12-29	GAZ:United States of America	0	0	IFAW11.306Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	1.650373459	1.650373459	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW11.306Dd	sk__Eukaryota	9728	41.79496	41.79496	adult	-70.0167	-70.0167	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW11.51La	0	0.0	123	UBERON:skin	UBERON:mucus	UBERON:skin	2/27/11	2/27/11	2011-02-27	GAZ:United States of America	0	0	IFAW11.51La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	10.62229729	10.62229729	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW11.51La	sk__Eukaryota	90246	41.82996	41.82996	adult	-69.97404	-69.97404	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW12.003Dd	0	0.0	92	UBERON:skin	UBERON:mucus	UBERON:skin	1/12/12	1/12/12	2012-01-12	GAZ:United States of America	0	0	IFAW12.003Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.682806015	8.682806015	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.003Dd	sk__Eukaryota	9728	41.93131	41.93131	adult	-70.04829	-70.04829	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	femal	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.015Dd	0	0.0	88	UBERON:skin	UBERON:mucus	UBERON:skin	1/14/12	1/14/12	2012-01-14	GAZ:United States of America	0	0	IFAW12.015Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.682806015	8.682806015	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.015Dd	sk__Eukaryota	9728	41.93131	41.93131	adult	-70.04829	-70.04829	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.016Dd	0	0.0	84	UBERON:skin	UBERON:mucus	UBERON:skin	1/14/12	1/14/12	2012-01-14	GAZ:United States of America	0	0	IFAW12.016Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.682806015	8.682806015	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.016Dd	sk__Eukaryota	9728	41.93131	41.93131	adult	-70.04829	-70.04829	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.018Dd.A	0	0.0	90	UBERON:skin	UBERON:mucus	UBERON:skin	1/14/12	1/14/12	2012-01-14	GAZ:United States of America	0	0	IFAW12.018Dd.A skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.682806015	8.682806015	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.018Dd	sk__Eukaryota	9728	41.93131	41.93131	Missing: Not provided	-70.04829	-70.04829	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.018Dd.B	0	0.0	91	UBERON:skin	UBERON:mucus	UBERON:skin	1/14/12	1/14/12	2012-01-14	GAZ:United States of America	0	0	IFAW12.018Dd.B skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.682806015	8.682806015	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.018Dd	sk__Eukaryota	9728	41.93131	41.93131	adult	-70.04829	-70.04829	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.027Dd	0	0.0	83	UBERON:skin	UBERON:mucus	UBERON:skin	1/15/12	1/15/12	2012-01-15	GAZ:United States of America	0	0	IFAW12.027Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	15.02431774	15.02431774	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.027Dd	sk__Eukaryota	9728	41.77225	41.77225	adult	-70.05482	-70.05482	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.031Dd	0	0.0	95	UBERON:skin	UBERON:mucus	UBERON:skin	1/16/12	1/16/12	2012-01-16	GAZ:United States of America	0	0	IFAW12.031Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	1.806574702	1.806574702	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.031Dd	sk__Eukaryota	9728	41.93008	41.93008	adult	-70.03208	-70.03208	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.086Dd	0	0.0	98	UBERON:skin	UBERON:mucus	UBERON:skin	1/24/12	1/24/12	2012-01-24	GAZ:United States of America	0	0	IFAW12.086Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	3.733983755	3.733983755	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.086Dd	sk__Eukaryota	9728	41.79733	41.79733	Missing: Not provided	-70.00363	-70.00363	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW12.105Dd	0	0.0	122	UBERON:skin	UBERON:mucus	UBERON:skin	1/31/12	1/31/12	2012-01-31	GAZ:United States of America	0	0	IFAW12.105Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	8.682806015	8.682806015	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	IFAW12.105Dd	sk__Eukaryota	9728	41.93131	41.93131	adult	-70.04829	-70.04829	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
